feat_1,feat_2,target
-8.73863814812217,-8.889729431278441,1
7.973762783739165,3.896143174296053,0
5.920107136780027,6.106996267371748,0
-6.3896836233069365,-9.791730434668962,1
-8.908957716190535,-10.207549091437595,1
3.6220857054066267,7.703951962995664,0
-10.052779276741916,-9.173562731378862,1
2.6750683277288827,4.840975310548816,0
-3.311190732249755,-7.1467030993122345,2
-2.227206946634678,-9.110825975831434,2
-4.787393233003732,-10.463617774179623,2
-12.1742072258344,-8.080402411442499,1
-12.28678394433255,-9.805267724649847,1
-4.374368251737634,-9.129647528756632,2
-7.581861542298518,-5.084456020443401,1
-5.042977606973776,-5.571125314787057,2
-3.9670113074857385,-5.819098912328915,2
-10.30530919303146,-9.597945213292109,1
-5.351454503429878,-6.79237103655904,2
-7.257714536964459,-9.200658063331105,1
-5.896035101944475,-10.246760209919467,2
-5.035849421156709,-9.12154576235031,1
-5.5940769270135515,-7.531207881154584,1
-2.7359013532384946,-6.35858321509509,2
-6.587549217870835,-6.15646241068678,1
-8.062786782946038,-6.618752527497339,1
-11.026040681798658,-8.440336667200384,1
-7.744725118033413,-7.979471093035949,1
-9.625577719153975,-10.607710881201694,1
-7.967117255591104,-6.523881085260612,1
-11.403074267368531,-8.208159009351245,1
-2.8546126088396147,-9.895190951712715,2
7.039491804022875,7.162140178823183,0
-1.5476502739094888,-8.502743677754152,2
8.142506468593895,8.833422339492074,0
-12.1728911745915,-5.993175768954173,1
-1.620362791858232,-10.40748480096272,2
-10.880796366857654,-9.400206699025745,1
3.810112107807152,6.838759669768521,0
-2.958226492095351,-4.15227725376892,2
4.609646060327902,6.91013127360387,0
-5.689977571205568,-12.923697158392986,2
-5.990411065978651,-6.023932214113385,2
-8.959750453410528,-9.782576710089256,1
-10.287515599416881,-9.028944442848688,1
-6.918023509462518,-6.2313833049204135,2
-7.204378645996695,-6.566066749896633,2
8.897505313021105,8.469988890928969,0
-2.0298608552271644,-6.075227770945595,2
9.658569419867687,7.07933400540683,0
-8.601188576220522,-12.082255360240783,1
-8.274478355704801,-10.6213075883547,1
6.194350505664281,8.35776086982635,0
7.435497857711726,8.13021228473452,0
-7.018255300876139,-3.9718523169913644,2
6.166791418651155,9.654834206855176,0
-7.134935649768215,-6.303668669994067,1
5.032132105498139,10.66150059704024,0
-13.511451790546252,-13.106882059492822,1
-5.050813996154572,-6.714638914624491,2
-9.228771704288544,-6.658351287911759,2
-4.1904372918639625,-8.098167135206571,2
-4.258489313300128,-9.147972568402029,2
-8.452646544573401,-8.849454064738259,2
-4.903186450913283,-5.81120274184012,2
-5.990175518340665,-7.246953556814367,2
-7.349722925838581,-5.456866669213705,2
6.032395902159681,6.577477791367216,0
6.1263228164398615,10.655432652594918,0
6.179953837198806,8.495600264179863,0
-12.044225880109828,-7.326346382104723,1
-2.018825690879372,-5.919776004747942,2
4.811453639902011,5.000162427414853,0
8.558664271618103,5.608239872477905,0
9.339238008890238,4.164404977430362,0
6.6699117243340496,7.57129091097665,0
-8.300313767838233,-6.680976074092708,1
-3.156461444966769,-4.870395474911564,2
-9.010272482008903,-10.304874983967299,2
7.622009359648841,6.8956871767443,0
-9.711288797835014,-9.89487364088971,1
-6.7505490783530036,-5.931823845764825,2
-4.591625679032473,-8.61112279912161,2
1.7330122255299916,9.1613195450277,0
-4.422190966059851,-5.5510983391327375,2
-2.5604464912629696,-10.373646575255085,2
-2.5266535057042443,-5.361498962413094,2
-10.359263254768091,-7.235201164730182,1
-9.86766548189916,-7.397075980849534,1
-6.850532851299276,-6.597746561720318,2
-7.264098409089181,-9.214990383558554,2
-4.989602256486028,-10.970626729505478,2
-5.19187382329551,-10.209567891648804,2
7.599758685821908,8.846450099576042,0
7.781759161543506,4.558893120805335,0
-11.945190806146906,-6.787968640297285,1
9.303623400937479,5.2136176465010715,0
5.881889495146538,6.889590797920071,0
4.518435650026032,6.135709442811719,0
-5.9583106955889775,-5.374970853530572,2
-3.760673945413634,-10.315291035087206,2
-3.5690086701056827,-8.237356264864696,2
3.905062252052458,5.347285824462249,0
-5.18567559810712,-5.930912640236586,2
-3.26360877269875,-8.314966722718951,2
-11.273068635789699,-8.25499868178237,1
-6.293599749231616,-9.899244627729663,1
6.161467445093267,8.626863666144715,0
-8.590756525296802,-8.813027751450853,1
4.710159595261446,6.203465320239018,0
2.1740483831017867,11.684883875652861,0
-5.198944735844349,-12.652206201331962,2
6.446648856480799,4.81427199420224,0
-6.773835378751063,-6.878066561903098,2
-9.47491987035825,-11.470272628208425,1
8.284285026472135,9.46724504905816,0
-9.272339027008876,-11.246409949587125,1
4.409853543889751,7.300738265773568,0
